PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,7/3/2015,11:26:27,Main Run,1A,4,Nav,Easy,Easy,(phase) Speaking Start,0:00:32.33,0.014,NA,NA,
xxx,7/3/2015,11:26:30,Practice,NA,1,Nav,Easy,Easy,change scenario,0:00:35.40,35.4,NA,NA,
xxx,7/3/2015,11:39:14,Main Run,1A,1,TDT Long,NA,NA,Start Run,11:39:14.94,63571520354.949,NA,NA,
xxx,7/3/2015,11:39:20,Main Run,1A,1,TDT Long,NA,NA,chime,0:00:05.01,5.014,NA,NA,
xxx,7/3/2015,11:39:52,Main Run,1B,1,TDT Short,NA,NA,Start Run,11:39:52.92,63571520392.925,NA,NA,
xxx,7/3/2015,11:39:58,Main Run,1B,1,TDT Short,NA,NA,chime,0:00:05.01,5.014,NA,NA,
xxx,7/3/2015,11:40:14,Main Run,1B,2,Nav,Easy,Easy,(phase) Listening Start,0:00:21.33,16.317,NA,NA,
xxx,7/3/2015,11:40:14,Main Run,1B,2,Nav,Easy,Easy,Jump to trial 2,0:00:00.00,-21.331,NA,NA,
xxx,7/3/2015,11:40:14,Main Run,1B,3,Nav,Easy,Easy,(phase) Listening Start,0:00:00.02,0.021,NA,NA,
xxx,7/3/2015,11:40:15,Main Run,1B,3,Nav,Easy,Easy,(phase) Listening Stop,0:00:01.11,1.095,NA,NA,
xxx,7/3/2015,11:40:15,Main Run,1B,3,Nav,Easy,Easy,(phase) Speaking Start,0:00:01.13,0.018,NA,NA,
xxx,7/3/2015,11:40:52,Main Run,1B,1,TDT Short,NA,NA,Start Run,11:40:52.32,63571520452.325,NA,NA,
xxx,7/3/2015,11:40:57,Main Run,1B,1,TDT Short,NA,NA,chime,0:00:05.01,5.015,NA,NA,
xxx,7/3/2015,11:40:59,Main Run,1B,2,Nav,Easy,Easy,(phase) Listening Start,0:00:07.38,2.366,NA,NA,
xxx,7/3/2015,11:40:59,Main Run,1B,2,Nav,Easy,Easy,Jump to trial 2,0:00:00.00,-7.381,NA,NA,
xxx,7/3/2015,11:41:00,Main Run,1B,2,Nav,Easy,Easy,(phase) Listening Stop,0:00:01.12,1.126,NA,NA,
xxx,7/3/2015,11:41:00,Main Run,1B,2,Nav,Easy,Easy,(phase) Speaking Start,0:00:01.14,0.018,NA,NA,
xxx,7/3/2015,11:41:07,Main Run,1B,3,Nav,Easy,Easy,(phase) Listening Start,0:00:07.62,6.483,NA,NA,
xxx,7/3/2015,11:41:08,Main Run,1B,3,Nav,Easy,Easy,(phase) Listening Stop,0:00:08.77,1.143,NA,NA,
xxx,7/3/2015,11:41:08,Main Run,1B,3,Nav,Easy,Easy,(phase) Speaking Start,0:00:08.79,0.02,NA,NA,
