PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/30/2015,15:56:27,Main Run,1A,1,TDT Long,NA,NA,Start Run,15:56:27.62,63571276587.625,NA,NA,
xxx,6/30/2015,15:56:32,Main Run,1A,1,TDT Long,NA,NA,chime,0:00:05.01,5.019,NA,NA,
xxx,6/30/2015,15:56:34,Main Run,1A,2,Nav,Hard,Easy,(phase) Listening Start,0:00:06.52,1.502,NA,NA,
xxx,6/30/2015,15:56:34,Main Run,1A,2,Nav,Hard,Easy,Jump to trial 2,0:00:00.00,-6.521,NA,NA,
xxx,6/30/2015,15:56:35,Main Run,1A,2,Nav,Hard,Easy,(phase) Listening Stop,0:00:01.13,1.135,NA,NA,
xxx,6/30/2015,15:56:35,Main Run,1A,2,Nav,Hard,Easy,(phase) Speaking Start,0:00:01.14,0.012,NA,NA,
xxx,6/30/2015,15:59:32,Main Run,1A,3,Nav,Hard,Easy,(phase) Listening Start,0:02:58.50,177.36,NA,NA,
xxx,6/30/2015,15:59:33,Main Run,1A,3,Nav,Hard,Easy,(phase) Listening Stop,0:02:59.65,1.147,NA,NA,
xxx,6/30/2015,15:59:33,Main Run,1A,3,Nav,Hard,Easy,(phase) Speaking Start,0:02:59.66,0.01,NA,NA,
xxx,6/30/2015,16:00:23,Main Run,1A,3,Nav,Hard,Easy,(phase) Speaking Stop,0:03:49.19,49.529,NA,NA,
xxx,6/30/2015,16:00:23,Main Run,1A,3,Nav,Hard,Easy,(btn) command incorrect,0:03:49.21,0.018,NA,NA,
xxx,6/30/2015,16:00:28,Main Run,1A,4,Nav,Hard,Easy,(phase) Listening Start,0:03:54.22,5.015,NA,NA,
xxx,6/30/2015,16:00:29,Main Run,1A,4,Nav,Hard,Easy,(phase) Listening Stop,0:03:55.36,1.141,NA,NA,
xxx,6/30/2015,16:00:29,Main Run,1A,4,Nav,Hard,Easy,(phase) Speaking Start,0:03:55.37,0.011,NA,NA,
xxx,6/30/2015,16:02:12,Main Run,1A,4,Nav,Hard,Easy,(phase) Speaking Stop,0:05:38.24,102.869,NA,NA,
xxx,6/30/2015,16:02:12,Main Run,1A,4,Nav,Hard,Easy,(btn) command incorrect,0:05:38.26,0.017,NA,NA,
xxx,6/30/2015,16:02:17,Main Run,1A,5,Nav,Easy,Easy,(phase) Listening Start,0:05:43.29,5.026,NA,NA,
xxx,6/30/2015,16:02:18,Main Run,1A,5,Nav,Easy,Easy,(phase) Listening Stop,0:05:44.43,1.141,NA,NA,
xxx,6/30/2015,16:02:18,Main Run,1A,5,Nav,Easy,Easy,(phase) Speaking Start,0:05:44.44,0.011,NA,NA,
xxx,6/30/2015,16:02:23,Main Run,1A,5,Nav,Easy,Easy,(phase) Speaking Stop,0:05:49.15,4.71,NA,NA,
xxx,6/30/2015,16:02:23,Main Run,1A,5,Nav,Easy,Easy,(btn) command incorrect,0:05:49.16,0.016,NA,NA,
xxx,6/30/2015,16:02:28,Main Run,1A,6,Nav,Easy,Easy,(phase) Listening Start,0:05:54.18,5.015,NA,NA,
xxx,6/30/2015,16:02:29,Main Run,1A,6,Nav,Easy,Easy,(phase) Listening Stop,0:05:55.32,1.14,NA,NA,
xxx,6/30/2015,16:02:29,Main Run,1A,6,Nav,Easy,Easy,(phase) Speaking Start,0:05:55.33,0.01,NA,NA,
xxx,6/30/2015,16:03:48,Main Run,1A,6,Nav,Easy,Easy,(phase) Speaking Stop,0:07:13.96,78.629,NA,NA,
xxx,6/30/2015,16:03:48,Main Run,1A,6,Nav,Easy,Easy,(btn) command incorrect,0:07:13.97,0.018,NA,NA,
xxx,6/30/2015,16:03:53,Main Run,1A,7,Nav,Hard,Hard,(phase) Listening Start,0:07:18.99,5.014,NA,NA,
xxx,6/30/2015,16:03:54,Main Run,1A,7,Nav,Hard,Hard,(phase) Listening Stop,0:07:20.14,1.156,NA,NA,
xxx,6/30/2015,16:03:54,Main Run,1A,7,Nav,Hard,Hard,(phase) Speaking Start,0:07:20.15,0.01,NA,NA,
xxx,6/30/2015,16:05:11,Main Run,1A,7,Nav,Hard,Hard,(phase) Speaking Stop,0:08:37.27,77.117,NA,NA,
xxx,6/30/2015,16:05:11,Main Run,1A,7,Nav,Hard,Hard,(btn) command incorrect,0:08:37.29,0.019,NA,NA,
xxx,6/30/2015,16:05:21,Main Run,1A,8,TDT Short,NA,NA,chime,0:08:47.35,10.062,NA,NA,
xxx,6/30/2015,16:05:48,Main Run,1A,9,Nav,Easy,Hard,(phase) Listening Start,0:09:14.70,27.348,NA,NA,
xxx,6/30/2015,16:05:48,Main Run,1A,9,Nav,Easy,Hard,Jump to trial 9,0:00:00.00,-554.705,NA,NA,
xxx,6/30/2015,16:05:50,Main Run,1A,9,Nav,Easy,Hard,(phase) Listening Stop,0:00:01.11,1.115,NA,NA,
xxx,6/30/2015,16:05:50,Main Run,1A,9,Nav,Easy,Hard,(phase) Speaking Start,0:00:01.12,0.011,NA,NA,
xxx,6/30/2015,16:05:58,Main Run,1A,9,Nav,Easy,Hard,(phase) Speaking Stop,0:00:09.13,8.01,NA,NA,
xxx,6/30/2015,16:05:58,Main Run,1A,9,Nav,Easy,Hard,(btn) command incorrect,0:00:09.15,0.019,NA,NA,
xxx,6/30/2015,16:06:03,Main Run,1A,10,Nav,Easy,Hard,(phase) Listening Start,0:00:14.17,5.015,NA,NA,
xxx,6/30/2015,16:06:04,Main Run,1A,10,Nav,Easy,Hard,(phase) Listening Stop,0:00:15.30,1.138,NA,NA,
xxx,6/30/2015,16:06:04,Main Run,1A,10,Nav,Easy,Hard,(phase) Speaking Start,0:00:15.31,0.011,NA,NA,
xxx,6/30/2015,16:06:08,Main Run,1A,10,Nav,Easy,Hard,(phase) Speaking Stop,0:00:19.15,3.834,NA,NA,
xxx,6/30/2015,16:06:08,Main Run,1A,10,Nav,Easy,Hard,(btn) command incorrect,0:00:19.17,0.017,NA,NA,
xxx,6/30/2015,16:06:13,Main Run,1A,11,Nav,Easy,Hard,(phase) Listening Start,0:00:24.18,5.015,NA,NA,
xxx,6/30/2015,16:06:14,Main Run,1A,11,Nav,Easy,Hard,(phase) Listening Stop,0:00:25.32,1.14,NA,NA,
xxx,6/30/2015,16:06:14,Main Run,1A,11,Nav,Easy,Hard,(phase) Speaking Start,0:00:25.33,0.013,NA,NA,
xxx,6/30/2015,16:06:21,Main Run,1A,12,Nav,Hard,Hard,(phase) Listening Start,0:00:32.64,7.302,NA,NA,
xxx,6/30/2015,16:06:22,Main Run,1A,12,Nav,Hard,Hard,(phase) Listening Stop,0:00:33.77,1.137,NA,NA,
xxx,6/30/2015,16:06:22,Main Run,1A,12,Nav,Hard,Hard,(phase) Speaking Start,0:00:33.78,0.012,NA,NA,
xxx,6/30/2015,16:06:34,Main Run,1A,12,Nav,Hard,Hard,(phase) Speaking Stop,0:00:45.06,11.276,NA,NA,
xxx,6/30/2015,16:06:34,Main Run,1A,12,Nav,Hard,Hard,(btn) command incorrect,0:00:45.08,0.017,NA,NA,
xxx,6/30/2015,16:06:39,Main Run,1A,13,Nav,Hard,Hard,(phase) Listening Start,0:00:50.10,5.026,NA,NA,
xxx,6/30/2015,16:06:40,Main Run,1A,13,Nav,Hard,Hard,(phase) Listening Stop,0:00:51.25,1.141,NA,NA,
xxx,6/30/2015,16:06:40,Main Run,1A,13,Nav,Hard,Hard,(phase) Speaking Start,0:00:51.26,0.013,NA,NA,
xxx,6/30/2015,16:09:10,Main Run,1A,13,Nav,Hard,Hard,(phase) Speaking Stop,0:03:21.90,150.642,NA,NA,
xxx,6/30/2015,16:09:10,Main Run,1A,13,Nav,Hard,Hard,(btn) command incorrect,0:03:21.92,0.02,NA,NA,
xxx,6/30/2015,16:09:15,Main Run,1A,14,Nav,Easy,Easy,(phase) Listening Start,0:03:26.93,5.014,NA,NA,
xxx,6/30/2015,16:09:17,Main Run,1A,14,Nav,Easy,Easy,(phase) Listening Stop,0:03:28.08,1.151,NA,NA,
xxx,6/30/2015,16:09:17,Main Run,1A,14,Nav,Easy,Easy,(phase) Speaking Start,0:03:28.10,0.012,NA,NA,
xxx,6/30/2015,16:09:27,Main Run,1A,14,Nav,Easy,Easy,(phase) Speaking Stop,0:03:38.48,10.387,NA,NA,
xxx,6/30/2015,16:09:27,Main Run,1A,14,Nav,Easy,Easy,(btn) command incorrect,0:03:38.50,0.019,NA,NA,
xxx,6/30/2015,16:09:37,Main Run,1A,15,TDT Short,NA,NA,chime,0:03:48.56,10.056,NA,NA,
xxx,6/30/2015,16:10:37,Main Run,1A,16,TDT Short,NA,NA,End Run,0:04:48.57,60.014,NA,NA,
xxx,6/30/2015,16:37:02,Main Run,1A,1,TDT Long,NA,NA,Start Run,16:37:02.47,63571279022.477,NA,NA,
xxx,6/30/2015,16:37:07,Main Run,1A,1,TDT Long,NA,NA,chime,0:00:05.01,5.019,NA,NA,
