PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/18/2015,17:01:20,Practice,NA,1,Nav Hard,Easy,Easy,Start Run,17:01:20.65,63570243680.651,NA,NA,
xxx,6/18/2015,17:01:20,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Start,17:01:20.67,63570243680.673,NA,NA,
xxx,6/18/2015,17:01:22,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Stop,0:00:01.32,1.323,NA,NA,
xxx,6/18/2015,17:01:22,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Start,0:00:01.32,1.325,NA,NA,
xxx,6/18/2015,17:01:26,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Stop,0:00:06.25,6.25,NA,NA,
xxx,6/18/2015,17:01:26,Practice,NA,1,Nav Hard,Easy,Easy,(btn) command correct perfect,0:00:06.25,6.253,NA,NA,
xxx,6/18/2015,17:01:26,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Reading Start,0:00:06.27,6.27,NA,NA,
xxx,6/18/2015,17:01:32,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Reading Stop,0:00:11.56,11.569,NA,NA,
xxx,6/18/2015,17:01:32,Practice,NA,1,Nav Hard,Easy,Easy,(btn) line 3,0:00:11.57,11.572,yes,NA,
xxx,6/18/2015,17:01:32,Practice,NA,1,Nav Hard,Easy,Easy,show confirmation,0:00:11.58,11.585,NA,NA,
xxx,6/18/2015,17:01:37,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Listening Start,0:00:16.59,5.007,NA,NA,
xxx,6/18/2015,17:01:37,Practice,NA,2,Nav Easy,Weird,Easy,start trial 2,0:00:16.62,0.032,NA,NA,
xxx,6/18/2015,17:01:38,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Listening Stop,0:00:17.73,1.112,NA,NA,
xxx,6/18/2015,17:01:38,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Speaking Start,0:00:17.73,0.004,NA,NA,
xxx,6/18/2015,17:01:42,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Speaking Stop,0:00:21.67,3.933,NA,NA,
xxx,6/18/2015,17:01:42,Practice,NA,2,Nav Easy,Weird,Easy,(btn) command correct perfect,0:00:21.67,0.003,NA,NA,
xxx,6/18/2015,17:01:42,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Reading Start,0:00:21.69,0.023,NA,NA,
xxx,6/18/2015,17:01:46,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Reading Stop,0:00:25.87,4.174,NA,NA,
xxx,6/18/2015,17:01:46,Practice,NA,2,Nav Easy,Weird,Easy,(btn) line 5,0:00:25.87,0.003,no,NA,
xxx,6/18/2015,17:01:46,Practice,NA,2,Nav Easy,Weird,Easy,show confirmation,0:00:25.88,0.012,NA,NA,
xxx,6/18/2015,17:01:51,Practice,NA,3,Nav Hard,Fun,Easy,(phase) Listening Start,0:00:30.89,5.004,NA,NA,
xxx,6/18/2015,17:01:51,Practice,NA,3,Nav Hard,Fun,Easy,start trial 3,0:00:30.93,0.04,NA,NA,
xxx,6/18/2015,17:01:52,Practice,NA,3,Nav Hard,Fun,Easy,(phase) Listening Stop,0:00:32.04,1.118,NA,NA,
xxx,6/18/2015,17:01:52,Practice,NA,3,Nav Hard,Fun,Easy,(phase) Speaking Start,0:00:32.05,0.004,NA,NA,
xxx,6/18/2015,17:01:56,Practice,NA,3,Nav Hard,Fun,Easy,(btn) prompt repeated,0:00:36.22,4.172,NA,NA,
xxx,6/18/2015,17:02:01,Practice,NA,3,Nav Hard,Fun,Easy,(phase) Speaking Stop,0:00:40.30,4.08,NA,NA,
xxx,6/18/2015,17:02:01,Practice,NA,3,Nav Hard,Fun,Easy,(btn) command correct doh,0:00:40.30,0.003,NA,NA,
xxx,6/18/2015,17:02:01,Practice,NA,3,Nav Hard,Fun,Easy,(phase) Reading Start,0:00:40.33,0.024,NA,NA,
xxx,6/18/2015,17:02:06,Practice,NA,3,Nav Hard,Fun,Easy,btn-none of the above,0:00:45.45,5.125,NA,NA,
xxx,6/18/2015,17:02:08,Practice,NA,3,Nav Hard,Fun,Easy,btn-none of the above,0:00:47.49,2.04,NA,NA,
xxx,6/18/2015,17:02:08,Practice,NA,4,Nav Easy,Easy,Easy,(phase) Listening Start,0:00:47.50,0.004,NA,NA,
xxx,6/18/2015,17:02:09,Practice,NA,4,Nav Easy,Easy,Easy,(phase) Listening Stop,0:00:48.63,1.131,NA,NA,
xxx,6/18/2015,17:02:09,Practice,NA,4,Nav Easy,Easy,Easy,(phase) Speaking Start,0:00:48.63,0.007,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/18/2015,17:03:18,Practice,NA,1,Nav Hard,Easy,Easy,Start Run,17:03:18.89,63570243798.891,NA,NA,
xxx,6/18/2015,17:03:18,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Start,17:03:18.90,63570243798.901,NA,NA,
xxx,6/18/2015,17:03:20,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Stop,0:00:01.31,1.318,NA,NA,
xxx,6/18/2015,17:03:20,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Start,0:00:01.32,1.326,NA,NA,
xxx,6/18/2015,17:03:25,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Stop,0:00:06.52,6.524,NA,NA,
xxx,6/18/2015,17:03:25,Practice,NA,1,Nav Hard,Easy,Easy,(btn) command correct perfect,0:00:06.53,6.532,NA,NA,
xxx,6/18/2015,17:03:25,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Reading Start,0:00:06.55,6.553,NA,NA,
xxx,6/18/2015,17:03:30,Practice,NA,1,Nav Hard,Easy,Easy,btn-none of the above,0:00:11.27,11.275,NA,NA,
xxx,6/18/2015,17:03:36,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Reading Stop,0:00:17.81,17.818,NA,NA,
xxx,6/18/2015,17:03:36,Practice,NA,1,Nav Hard,Easy,Easy,(btn) line 5,0:00:17.82,17.825,no,NA,
xxx,6/18/2015,17:03:36,Practice,NA,1,Nav Hard,Easy,Easy,show confirmation,0:00:17.84,17.841,NA,NA,
xxx,6/18/2015,17:03:41,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Listening Start,0:00:22.85,5.018,NA,NA,
xxx,6/18/2015,17:03:41,Practice,NA,2,Nav Easy,Weird,Easy,start trial 2,0:00:22.88,0.03,NA,NA,
xxx,6/18/2015,17:03:42,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Listening Stop,0:00:24.00,1.113,NA,NA,
xxx,6/18/2015,17:03:42,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Speaking Start,0:00:24.00,0.007,NA,NA,
xxx,6/18/2015,17:03:47,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Speaking Stop,0:00:28.06,4.058,NA,NA,
xxx,6/18/2015,17:03:47,Practice,NA,2,Nav Easy,Weird,Easy,(btn) command correct perfect,0:00:28.07,0.006,NA,NA,
xxx,6/18/2015,17:03:47,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Reading Start,0:00:28.10,0.028,NA,NA,
xxx,6/18/2015,17:03:50,Practice,NA,2,Nav Easy,Weird,Easy,btn-none of the above,0:00:31.66,3.567,NA,NA,
xxx,6/18/2015,17:03:56,Practice,NA,2,Nav Easy,Weird,Easy,btn-none of the above,0:00:37.91,6.246,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/18/2015,17:07:30,Practice,NA,1,Nav Hard,Easy,Easy,Start Run,17:07:30.10,63570244050.107,NA,NA,
xxx,6/18/2015,17:07:30,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Start,17:07:30.11,63570244050.116,NA,NA,
xxx,6/18/2015,17:07:31,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Stop,0:00:01.32,1.326,NA,NA,
xxx,6/18/2015,17:07:31,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Start,0:00:01.33,1.333,NA,NA,
xxx,6/18/2015,17:07:35,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Stop,0:00:05.43,5.439,NA,NA,
xxx,6/18/2015,17:07:35,Practice,NA,1,Nav Hard,Easy,Easy,(btn) command correct perfect,0:00:05.44,5.445,NA,NA,
xxx,6/18/2015,17:07:35,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Reading Start,0:00:05.67,5.673,NA,NA,
xxx,6/18/2015,17:07:41,Practice,NA,1,Nav Hard,Easy,Easy,btn-none of the above,0:00:11.01,11.015,NA,NA,
xxx,6/18/2015,17:07:50,Practice,NA,1,Nav Hard,Easy,Easy,btn-none of the above,0:00:19.93,19.933,NA,NA,
xxx,6/18/2015,17:07:58,Practice,NA,1,Nav Hard,Easy,Easy,btn-none of the above,0:00:27.85,27.854,NA,NA,
xxx,6/18/2015,17:07:58,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Listening Start,0:00:27.86,0.007,NA,NA,
xxx,6/18/2015,17:07:59,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Listening Stop,0:00:29.19,1.336,NA,NA,
xxx,6/18/2015,17:07:59,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Speaking Start,0:00:29.20,0.006,NA,NA,
xxx,6/18/2015,17:08:03,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Speaking Stop,0:00:33.41,4.211,NA,NA,
xxx,6/18/2015,17:08:03,Practice,NA,2,Nav Easy,Weird,Easy,(btn) command correct perfect,0:00:33.41,0.006,NA,NA,
xxx,6/18/2015,17:08:03,Practice,NA,2,Nav Easy,Weird,Easy,(phase) Reading Start,0:00:33.64,0.226,NA,NA,
