PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,15:55:09,Practice,NA,1,Nav,Easy,Easy,(phase) Reading Start,0:00:06.26,6.266,NA,NA,
xxx,6/19/2015,15:55:14,Practice,NA,1,Nav,Easy,Easy,(phase) Reading Stop,0:00:11.50,11.501,NA,NA,
xxx,6/19/2015,15:55:14,Practice,NA,1,Nav,Easy,Easy,(btn) line 5,0:00:11.51,11.517,NA,NA,
xxx,6/19/2015,15:55:14,Practice,NA,1,Nav,Easy,Easy,show confirmation,0:00:11.53,11.533,NA,NA,
xxx,6/19/2015,15:55:24,Practice,NA,5,Nav,Hard,Easy,Jump to trial 5,0:00:00.00,-11.533,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:14:27,Practice,NA,1,Nav,Easy,Easy,Start Run,16:14:27.98,63570327267.982,NA,NA,
xxx,6/19/2015,16:14:31,Practice,NA,1,Nav,Easy,Easy,(phase) Speaking Stop,0:00:03.92,3.922,NA,NA,
xxx,6/19/2015,16:14:31,Practice,NA,1,Nav,Easy,Easy,(btn) command correct perfect,0:00:03.93,3.938,NA,NA,
xxx,6/19/2015,16:14:31,Practice,NA,1,Nav,Easy,Easy,(phase) Reading Start,0:00:03.95,3.953,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:16:27,Practice,NA,1,Nav Hard,Easy,Easy,Start Run,16:16:27.45,63570327387.454,NA,NA,
xxx,6/19/2015,16:16:27,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Start,16:16:27.46,63570327387.47,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:19:58,Practice,NA,1,Nav Hard,Easy,Easy,Start Run,16:19:58.99,63570327598.991,NA,NA,
xxx,6/19/2015,16:19:58,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Start,16:19:58.99,63570327598.991,NA,NA,
xxx,6/19/2015,16:20:00,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Stop,0:00:01.32,1.325,NA,NA,
xxx,6/19/2015,16:20:00,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Start,0:00:01.32,1.325,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:20:36,Practice,NA,1,Nav Hard,Easy,Easy,Start Run,16:20:36.83,63570327636.836,NA,NA,
xxx,6/19/2015,16:20:36,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Start,16:20:36.85,63570327636.852,NA,NA,
xxx,6/19/2015,16:20:38,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Listening Stop,0:00:01.32,1.327,NA,NA,
xxx,6/19/2015,16:20:38,Practice,NA,1,Nav Hard,Easy,Easy,(phase) Speaking Start,0:00:01.32,1.327,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:21:19,Practice,NA,1,Nav,Easy,Easy,Start Run,16:21:19.95,63570327679.959,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:31:07,Practice,NA,1,Nav,Easy,Easy,Start Run,16:31:07.57,63570328267.574,NA,NA,
xxx,6/19/2015,16:31:07,Practice,NA,1,Nav,Easy,Easy,(phase) Listening Start,16:31:07.57,63570328267.574,NA,NA,
xxx,6/19/2015,16:31:08,Practice,NA,1,Nav,Easy,Easy,(phase) Listening Stop,0:00:01.33,1.331,NA,NA,
xxx,6/19/2015,16:31:08,Practice,NA,1,Nav,Easy,Easy,(phase) Speaking Start,0:00:01.34,1.344,NA,NA,
xxx,6/19/2015,16:31:14,Practice,NA,1,Nav,Easy,Easy,(phase) Speaking Stop,0:00:06.49,6.499,NA,NA,
xxx,6/19/2015,16:31:14,Practice,NA,1,Nav,Easy,Easy,(btn) command correct perfect,0:00:06.49,6.499,NA,NA,
xxx,6/19/2015,16:31:14,Practice,NA,1,Nav,Easy,Easy,(phase) Reading Start,0:00:06.53,6.531,NA,NA,
xxx,6/19/2015,16:31:17,Practice,NA,1,Nav,Easy,Easy,(phase) Reading Stop,0:00:09.90,9.906,NA,NA,
xxx,6/19/2015,16:31:17,Practice,NA,1,Nav,Easy,Easy,(btn) line 4,0:00:09.90,9.906,no,NA,
xxx,6/19/2015,16:31:17,Practice,NA,1,Nav,Easy,Easy,show confirmation,0:00:09.92,9.921,NA,NA,
xxx,6/19/2015,16:31:22,Practice,NA,2,Nav,Easy,Easy,End Run,0:00:14.95,5.032,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:31:54,Practice,NA,1,Nav,Easy,Easy,Start Run,16:31:54.32,63570328314.327,NA,NA,
xxx,6/19/2015,16:31:54,Practice,NA,1,Nav,Easy,Easy,(phase) Listening Start,16:31:54.32,63570328314.327,NA,NA,
xxx,6/19/2015,16:31:55,Practice,NA,1,Nav,Easy,Easy,(phase) Listening Stop,0:00:01.32,1.325,NA,NA,
xxx,6/19/2015,16:31:55,Practice,NA,1,Nav,Easy,Easy,(phase) Speaking Start,0:00:01.32,1.325,NA,NA,
xxx,6/19/2015,16:32:02,Practice,NA,1,Nav,Easy,Easy,(phase) Speaking Stop,0:00:08.50,8.508,NA,NA,
xxx,6/19/2015,16:32:02,Practice,NA,1,Nav,Easy,Easy,(btn) command correct perfect,0:00:08.50,8.508,NA,NA,
xxx,6/19/2015,16:32:02,Practice,NA,1,Nav,Easy,Easy,(phase) Reading Start,0:00:08.52,8.524,NA,NA,
xxx,6/19/2015,16:32:09,Practice,NA,1,Nav,Easy,Easy,(phase) Reading Stop,0:00:15.02,15.024,NA,NA,
xxx,6/19/2015,16:32:09,Practice,NA,1,Nav,Easy,Easy,(btn) line 1,0:00:15.03,15.04,yes,NA,
xxx,6/19/2015,16:32:09,Practice,NA,1,Nav,Easy,Easy,show confirmation,0:00:15.05,15.055,NA,NA,
xxx,6/19/2015,16:32:14,Practice,NA,2,Nav,Easy,Easy,(phase) Listening Start,0:00:20.07,5.016,NA,NA,
xxx,6/19/2015,16:32:14,Practice,NA,2,Nav,Easy,Easy,start trial 2,0:00:20.10,0.031,NA,NA,
xxx,6/19/2015,16:32:15,Practice,NA,2,Nav,Easy,Easy,(phase) Listening Stop,0:00:21.21,1.11,NA,NA,
xxx,6/19/2015,16:32:15,Practice,NA,2,Nav,Easy,Easy,(phase) Speaking Start,0:00:21.22,0.015,NA,NA,
xxx,6/19/2015,16:32:19,Practice,NA,2,Nav,Easy,Easy,(phase) Speaking Stop,0:00:25.00,3.782,NA,NA,
xxx,6/19/2015,16:32:19,Practice,NA,2,Nav,Easy,Easy,(btn) command correct perfect,0:00:25.02,0.015,NA,NA,
xxx,6/19/2015,16:32:19,Practice,NA,2,Nav,Easy,Easy,(phase) Reading Start,0:00:25.03,0.016,NA,NA,
xxx,6/19/2015,16:32:25,Practice,NA,2,Nav,Easy,Easy,(phase) Reading Stop,0:00:30.74,5.703,NA,NA,
xxx,6/19/2015,16:32:25,Practice,NA,2,Nav,Easy,Easy,(btn) line 1,0:00:30.75,0.016,yes,NA,
xxx,6/19/2015,16:32:25,Practice,NA,2,Nav,Easy,Easy,show confirmation,0:00:30.77,0.015,NA,NA,
xxx,6/19/2015,16:32:30,Practice,NA,3,Nav,Easy,Hard,(phase) Listening Start,0:00:35.78,5.016,NA,NA,
xxx,6/19/2015,16:32:30,Practice,NA,3,Nav,Easy,Hard,start trial 3,0:00:35.82,0.031,NA,NA,
xxx,6/19/2015,16:32:31,Practice,NA,3,Nav,Easy,Hard,(phase) Listening Stop,0:00:36.93,1.11,NA,NA,
xxx,6/19/2015,16:32:31,Practice,NA,3,Nav,Easy,Hard,(phase) Speaking Start,0:00:36.94,0.015,NA,NA,
xxx,6/19/2015,16:32:36,Practice,NA,3,Nav,Easy,Hard,(phase) Speaking Stop,0:00:41.85,4.907,NA,NA,
xxx,6/19/2015,16:32:36,Practice,NA,3,Nav,Easy,Hard,(btn) command correct perfect,0:00:41.85,0,NA,NA,
xxx,6/19/2015,16:32:36,Practice,NA,3,Nav,Easy,Hard,(phase) Reading Start,0:00:41.86,0.015,NA,NA,
xxx,6/19/2015,16:32:54,Practice,NA,3,Nav,Easy,Hard,(phase) Reading Stop,0:01:00.39,18.532,NA,NA,
xxx,6/19/2015,16:32:54,Practice,NA,3,Nav,Easy,Hard,(btn) line 5,0:01:00.39,0,no,NA,
xxx,6/19/2015,16:32:54,Practice,NA,3,Nav,Easy,Hard,show confirmation,0:01:00.41,0.015,NA,NA,
xxx,6/19/2015,16:32:59,Practice,NA,4,Nav,Easy,Hard,(phase) Listening Start,0:01:05.44,5.032,NA,NA,
xxx,6/19/2015,16:32:59,Practice,NA,4,Nav,Easy,Hard,start trial 4,0:01:05.47,0.031,NA,NA,
xxx,6/19/2015,16:33:00,Practice,NA,4,Nav,Easy,Hard,(phase) Listening Stop,0:01:06.58,1.109,NA,NA,
xxx,6/19/2015,16:33:00,Practice,NA,4,Nav,Easy,Hard,(phase) Speaking Start,0:01:06.60,0.016,NA,NA,
xxx,6/19/2015,16:33:07,Practice,NA,4,Nav,Easy,Hard,(phase) Speaking Stop,0:01:13.04,6.437,NA,NA,
xxx,6/19/2015,16:33:07,Practice,NA,4,Nav,Easy,Hard,(btn) command correct perfect,0:01:13.04,0,NA,NA,
xxx,6/19/2015,16:33:07,Practice,NA,4,Nav,Easy,Hard,(phase) Reading Start,0:01:13.05,0.016,NA,NA,
xxx,6/19/2015,16:33:21,Practice,NA,4,Nav,Easy,Hard,(phase) Reading Stop,0:01:27.49,14.436,NA,NA,
xxx,6/19/2015,16:33:21,Practice,NA,4,Nav,Easy,Hard,(btn) line 1,0:01:27.50,0.015,no,NA,
xxx,6/19/2015,16:33:21,Practice,NA,4,Nav,Easy,Hard,show confirmation,0:01:27.50,0,NA,NA,
xxx,6/19/2015,16:33:26,Practice,NA,5,Nav,Hard,Easy,(phase) Listening Start,0:01:32.53,5.032,NA,NA,
xxx,6/19/2015,16:33:26,Practice,NA,5,Nav,Hard,Easy,start trial 5,0:01:32.56,0.031,NA,NA,
xxx,6/19/2015,16:33:28,Practice,NA,5,Nav,Hard,Easy,(phase) Listening Stop,0:01:33.67,1.109,NA,NA,
xxx,6/19/2015,16:33:28,Practice,NA,5,Nav,Hard,Easy,(phase) Speaking Start,0:01:33.69,0.016,NA,NA,
xxx,6/19/2015,16:33:45,Practice,NA,5,Nav,Hard,Easy,(phase) Speaking Stop,0:01:50.71,17.016,NA,NA,
xxx,6/19/2015,16:33:45,Practice,NA,5,Nav,Hard,Easy,(btn) command correct perfect,0:01:50.72,0.015,NA,NA,
xxx,6/19/2015,16:33:45,Practice,NA,5,Nav,Hard,Easy,(phase) Reading Start,0:01:50.74,0.016,NA,NA,
xxx,6/19/2015,16:33:49,Practice,NA,5,Nav,Hard,Easy,(phase) Reading Stop,0:01:55.49,4.755,NA,NA,
xxx,6/19/2015,16:33:49,Practice,NA,5,Nav,Hard,Easy,(btn) line 1,0:01:55.49,0,yes,NA,
xxx,6/19/2015,16:33:49,Practice,NA,5,Nav,Hard,Easy,show confirmation,0:01:55.51,0.015,NA,NA,
xxx,6/19/2015,16:33:54,Practice,NA,6,Nav,Hard,Easy,(phase) Listening Start,0:02:00.52,5.016,NA,NA,
xxx,6/19/2015,16:33:54,Practice,NA,6,Nav,Hard,Easy,start trial 6,0:02:00.55,0.031,NA,NA,
xxx,6/19/2015,16:33:56,Practice,NA,6,Nav,Hard,Easy,(phase) Listening Stop,0:02:01.66,1.11,NA,NA,
xxx,6/19/2015,16:33:56,Practice,NA,6,Nav,Hard,Easy,(phase) Speaking Start,0:02:01.68,0.015,NA,NA,
xxx,6/19/2015,16:34:04,Practice,NA,6,Nav,Hard,Easy,(phase) Speaking Stop,0:02:09.99,8.313,NA,NA,
xxx,6/19/2015,16:34:04,Practice,NA,6,Nav,Hard,Easy,(btn) command correct perfect,0:02:09.99,0,NA,NA,
xxx,6/19/2015,16:34:04,Practice,NA,6,Nav,Hard,Easy,(phase) Reading Start,0:02:10.01,0.015,NA,NA,
xxx,6/19/2015,16:34:16,Practice,NA,6,Nav,Hard,Easy,(phase) Reading Stop,0:02:22.43,12.422,NA,NA,
xxx,6/19/2015,16:34:16,Practice,NA,6,Nav,Hard,Easy,(btn) line 1,0:02:22.43,0,yes,NA,
xxx,6/19/2015,16:34:16,Practice,NA,6,Nav,Hard,Easy,show confirmation,0:02:22.48,0.047,NA,NA,
xxx,6/19/2015,16:34:21,Practice,NA,7,Nav,Hard,Hard,(phase) Listening Start,0:02:27.49,5.016,NA,NA,
xxx,6/19/2015,16:34:21,Practice,NA,7,Nav,Hard,Hard,start trial 7,0:02:27.52,0.031,NA,NA,
xxx,6/19/2015,16:34:23,Practice,NA,7,Nav,Hard,Hard,(phase) Listening Stop,0:02:28.63,1.11,NA,NA,
xxx,6/19/2015,16:34:23,Practice,NA,7,Nav,Hard,Hard,(phase) Speaking Start,0:02:28.65,0.015,NA,NA,
xxx,6/19/2015,16:34:31,Practice,NA,7,Nav,Hard,Hard,(phase) Speaking Stop,0:02:36.80,8.157,NA,NA,
xxx,6/19/2015,16:34:31,Practice,NA,7,Nav,Hard,Hard,(btn) command correct perfect,0:02:36.82,0.015,NA,NA,
xxx,6/19/2015,16:34:31,Practice,NA,7,Nav,Hard,Hard,(phase) Reading Start,0:02:36.84,0.016,NA,NA,
xxx,6/19/2015,16:34:42,Practice,NA,7,Nav,Hard,Hard,(phase) Reading Stop,0:02:47.93,11.094,NA,NA,
xxx,6/19/2015,16:34:42,Practice,NA,7,Nav,Hard,Hard,(btn) line 4,0:02:47.95,0.015,yes,NA,
xxx,6/19/2015,16:34:42,Practice,NA,7,Nav,Hard,Hard,show confirmation,0:02:47.96,0.016,NA,NA,
xxx,6/19/2015,16:34:47,Practice,NA,8,Nav,Hard,Hard,(phase) Listening Start,0:02:52.98,5.016,NA,NA,
xxx,6/19/2015,16:34:47,Practice,NA,8,Nav,Hard,Hard,start trial 8,0:02:53.01,0.031,NA,NA,
xxx,6/19/2015,16:34:48,Practice,NA,8,Nav,Hard,Hard,(phase) Listening Stop,0:02:54.12,1.109,NA,NA,
xxx,6/19/2015,16:34:48,Practice,NA,8,Nav,Hard,Hard,(phase) Speaking Start,0:02:54.13,0.016,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Cognitive, Visual, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,6/19/2015,16:36:40,Practice,NA,1,Nav,Easy,Easy,Start Run,16:36:40.62,63570328600.621,NA,NA,
xxx,6/19/2015,16:36:40,Practice,NA,1,Nav,Easy,Easy,(phase) Listening Start,16:36:40.63,63570328600.637,NA,NA,
xxx,6/19/2015,16:36:42,Practice,NA,1,Nav,Easy,Easy,(phase) Listening Stop,0:00:01.34,1.343,NA,NA,
xxx,6/19/2015,16:36:42,Practice,NA,1,Nav,Easy,Easy,(phase) Speaking Start,0:00:01.34,1.343,NA,NA,
